name,platform,release_date,summary,metascore,userscore
Finding Ice,PC,"August 29, 2022","In this one-of-a-kind story game, the player must explore vast worlds through a third-person Arctic Wolf, complete puzzles, collect items and re-connect with nature.
",tbd,tbd
Fire Blade,PlayStation 2,"June 16, 2002","In the cockpit of FireBlade there is one goal: use whatever means available to annihilate the terrorist cells flaming up around the globe. Battle through 18 Missions in 4 campaigns at the helm of the Carrier chopper or the Vendetta attack copter and unleash a barrage of hi-tech deadly weapons including Swarm Missiles, Sniper Cannons and Laser Guided Homing Missiles. Go turbo, or remain undetected from enemies in stealth mode. To win the war, you've got to end the war. Attack and destroy! [Midway]",64,tbd
Fire Emblem Warriors: Shadow Dragon Pack,3DS,"February 14, 2018","This DLC is themed around Fire Emblem: Shadow Dragon.

New Playable Characters:
Navarre, Minerva, and Linde.

Three new History Mode maps, each retelling a story from the Fire Emblem franchise.

New Costumes:
Marth, Bridegroom; Caeda, Bride; Tiki, Vibrant Dress; and Lyn, Swordmaster.

New Weapons:
Caeda, Wing Spear; Tiki, Divinestone; Anna, Anna's Bow; Navarre, Wo Dao; Minerva, Hauteclere; and Linde, Aura.

Broken-Armor Models:
Marth, Caeda, Tiki, Celica, Lyn, Anna, Navarre, Minerva, and Linde.",tbd,tbd
Fishards,PC,"November 3, 2021","Combine the intense, skill-shot PVP of Magicka or Battlerite with some wacky 2-legged-fish and you've got yourself Fishards! The unique spell combining mechanic creates a brand new type of PvP​ ​arena​ experience that you have to try with friends!
",tbd,tbd
Fishing: Barents Sea - Complete Edition,PlayStation 4,"December 13, 2019","Take the helm of your very own fishing boat and explore the vastness of the Norwegian sea. Start with the little boat inherited from your grandfather, catch fish, and earn money for upgrades as well as bigger and better boats. Enjoy the beautiful Barents Sea and make your fishing industry dreams come true.",tbd,tbd
Five Nights at Freddy's 2,PC,"November 10, 2014","Welcome once again to the new and improved Freddy Fazbear's Pizza! As always, Fazbear Entertainment is not responsible for death or dismemberment. ",62,7.5
Five Nights at Freddy's: Sister Location,Switch,"June 18, 2020","Welcome to Circus Baby's Pizza World, where family fun and interactivity go beyond anything you've seen at those *other* pizza places! With cutting-edge animatronic entertainers that will knock your kids' socks off, as well as customized pizza catering, no party is complete without Circus Baby and the gang!

Now hiring: Late night technician. Must enjoy cramped spaces and be comfortable around active machinery. Not responsible for death or dismemberment.",tbd,5.4
Fizzy Factory,iOS,"June 13, 2013","***Launch Special***: We’ll mail a Fizzy Factory shirt to the first 10 people to beat the Fizzy Factory Secret Password Challenge! Details at HangZone.comStep into the soda factory to play the most addictive puzzle game on the market.You are faced with the tasty task of transporting soda from our naturally flowing soda geysers to color-coded soda bottles.  The gameplay is simple. Just drag your finger to move soda around the board. Red soda goes in the red bottle. Easy enough, right?Sure. At least until you have to mix the blue and yellow soda to fill the green bottle. This factory is outfitted with the latest in soda making technology. Slide that blue soda through the red Color Station, and we’ve got purple soda! We can even run that orange soda through a Splitter for more red and yellow soda!We’ll teach you the basics with some simple levels. Brush up on your color mixing facts, learn the intricacies of Splitters, and you’ll be an old soda pro in no time! But rest assured, we’ve got challenges for even the most seasoned soda veterans!*** Fizzy Factory Features***-384 Challenging Levels!-Intuitive, smooth touch controls-Multiple board sizes to ratchet up the difficulty-Tutorials to help ease you into gameplay-Hints available to help get you through some of the more dastardly levels-Awesome music and sound effects-Game Center leaderboard and achievements that allow you to compete against friends and strangers for mixing supremacy-Charming colorful graphics and animations—especially beautiful on the iPad-Real soda factory feel-Fun messages at the end of every levelFizzy Factory takes color-dragging puzzles to a new level. It’s free, so you’ve probably started downloading it by now. Good luck!",tbd,6.4
Flashpoint Germany,PC,"January 25, 2005","Flashpoint Germany brings you back to the height of the Cold War, before the collapse of the Soviet Union. Massive armies of incredible power face off across the West German border. A single decision, a mere moment separated a tense peace from the most intense and possibly the last war that the world would ever behold. The stakes could not possibly be higher. You may think you know how this ends, but in Flashpoint Germany, it turned out differently. Step into the maelstrom, choose your side and see what you would have done, if you were there. Flashpoint Germany portrays the highest intensity and density potential combat in human history – the Central Front of a NATO vs. Warsaw Pact World War III. As the General in charge of a regiment or brigade, you give the orders and let the staff sweat the details. Electronic warfare, tactical doctrine, nuclear and chemical weapons, air strikes, artillery, smoke and minefields are all represented, along with a complete database of accurate equipment and unit types. [Matrix Games]",76,tbd
Flip,PC,"February 15, 2016","Flip is a a puzzle game for your eyes and your brain. It has a simple and easy to understand mechanic, but the possible combinations on each puzzle will require deep thinking to solve them in the minimum number of moves. Play just to chill out or to exercise your brain.",tbd,tbd
Flower,PC,"February 14, 2019","The pioneers that brought you the award-winning PLAYSTATION Network title flOw are back with another concept that challenges traditional gaming conventions. Flower expands the team's tradition of delivering simple gameplay, accessible controls and a medium to explore emotional chords uncommon in video games. In Flower, the surrounding environment, most often pushed to the background in games, is pulled to the forefront and becomes the primary ""character."" The player fades from an external and stressful world in the opening of this fresh and genuine game only for PS3, and journeys through beautifully vivid landscapes, changing the his surroundings and exploring nature along the way.

Playing as the wind, the player guides and grows a swarm of pedals by interacting with other flowers and the surrounding environment. The goals and journey in each level vary, but all involve flight, exploration and interaction with the level. Using simple SIXAXIS wireless controls, the player guides the lead petal and accumulates a swarm of flower petals as he moves at his own pace within the environment, causing the on-screen world to change. Flower's gameplay offers different experiences, pacing and rhythm to all players. Along the way, the environment will pose challenges to the player's progress.

Both pastoral and at times chaotic, Flower is a visual, audio and interactive escape on PS3.",tbd,7.3
Flyff Gold,PC,"July 11, 2012","Flyff (Fly for fun) is an MMORPG in which you can fly around a 3D world, have adventures, and capture monsters.",tbd,6.9
Fold the World,iOS,"October 28, 2015",,tbd,tbd
Folklore: Bottom of the Sea,PlayStation 3,"December 6, 2007","This Folklore add-on includes four additional side quests, which take place during the events of the original game, plus an extra Folk to capture and an alternative costume for Keats.",tbd,tbd
Foosball - Street Edition,PC,"April 16, 2014",,tbd,tbd
Football Genius - The Ultimate Quiz,Xbox 360,"September 30, 2009","[Xbox Live Arcade]  Are you a Football Genius? Test your football knowledge in Football Genius - The Ultimate Quiz! The game features six questions packs covering International, English, French, German, Italian, and Spanish football with over 3500 questions about your favorite teams, players, and tournaments! [RTL]",61,tbd
Forbidden Souls 7 Pack,PC,"June 3, 2014",,tbd,tbd
Ford Racing,PlayStation,"March 6, 2001","Ford Racing features 12 handpicked cars from Ford's line of U.S. and exotic European models including the Taurus, the Mustang, F-Series, Explorer, GT90, and several concept cars.  In Career mode, you start out as a rookie driver and build your reputation by winning races.  Soon you'll be offered a contract to race for a team.   With 10 realistic tracks, upgradeable cars, sophisticated car physics, and a full race calendar with multiple race types, Ford Racing challenges you to think like a racer.",53,5.8
Forget Me Not: My Organic Garden,PC,"August 21, 2015",,tbd,tbd
Forsaken World,PC,"March 22, 2011",Forsaken World is an online fantasy MMORPG by Perfect World Entertainment.,69,5.3
Fortified,Xbox One,"February 3, 2016","Fortified is a strategy shooter in which players defend the Earth against a menacing Martian invasion in the 1950s. Play as one-of-four pulp inspired heroes as they fight swarms of terrifying robots with an arsenal of Cold War era weapons and experimental technology. Protect the city by building a network of defensive structures, commanding an army, and jumping into battle against dangerous sky scraping attackers. Fight for Earth alone or with up to four players for the ultimate co-op defense experience. [Xbox.com]",69,6.7
Four Rendezvous,PC,"October 2, 2020","The hero of this novel is having strange dreams. They seem to be so real that they look like pieces of another life of some kind. He also is writing his own novel and dreams about publishing it someday. But meeting this mysterious girl has changed everything. The hero will have to tear through the plot intricacies, find his love and make a hard and inconclusive choice, having the toughest victory - victory over himself.",tbd,tbd
Fragments of Him,PC,"May 3, 2016","After the death of Will, those left behind learn to cope with the loss. This interactive narrative is played in detached first-person view, as if you were the subconscious mind guiding the characters. Fragments of Him is a drama dealing with real emotions that all of us will have to face someday.",69,5.1
Frank Further,iOS,"June 2, 2010","“Frank Further”, the sequel to “Hot Dog Down a Hallway”, takes wiener flinging to new heights. The goal is the same -- fire a hot dog as far down the hallway as you can -- but two brand new stages provide you with more speed boosters to steer into as well as a wider variety of ways to die!

Pick a stage from ""Frank Further""'s slick new diner menu interface, including:

 * Retro - an homage to the Atari 2600 and the Super Nintendo with plenty of surprises from classic games like “Pitfall”, “Mario Bros.” and “Adventure”.

 * Clay - graphics inspired by the animation styles of Will Vinton and Rankin/Bass take the game into the third dimension with new items and achievements.

 * Remix - a fresh-off-the grill update to “Hot Dog Down a Hallway” with all the original juicy flavor! How long can you last? It may feel strange the first time, but once you’ve finished, you’ll want to do it again and again!

Keep sending us feedback!  We're already cooking up another brand new stage that we'll serve you as a free refill even as we sprinkle more surprises throughout the game.

For starters, if you like shooting hot dogs but don't like knowing how they're made, try the “vegetarian option” and send a carrot or turnip through the meat grinder instead!",tbd,tbd
FreeCell Quest,PC,"October 19, 2015",,tbd,tbd
FreezeME,PlayStation 4,"November 15, 2016","A 3D Platformer inspired by the 90s classics, but wait there is a twist. FreezeME is a A 3D platformer in the style of the 90s-era but wait there is a twist. The main character ""R"" has one special tool - a camera around her neck. This camera allows her to literally freeze the objects she photographs. This brown-eyed moppet with a camera around her neck is hot on the trail of her best friend, ""M,"" who has been abducted by the dastardly Fat the Cat that longs to create what he describes as a ""Dog-Free-World"" How kidnapping M will help him with this goal remains something of a mystery, but R is determined to thwart him by rescuing M from his clutches.",tbd,4.8
Friendly Blonding,PC,"September 30, 2022","Marcus would like for his girlfriend Kate to dye her hair blonde, but she doesn't seem interested. Luckily the protagonist's friend Lucas is willing to help convince her, but can he really be trusted with your girlfriend?

Friendly Blonding is a linear adult visual novel focused on the themes of netorare (or cheating) and moral degeneration (or corruption). It it a short story told from both the male protagonist's and his girlfriend's perspective.",tbd,tbd
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,"March 6, 2007",Frisbee and Frisbee Golf comes to your DS.,tbd,tbd
From Dusk Till Dawn,PC,"January 21, 2022","""From Dusk Till Dawn"" hopes to learn from the basic rules of ""Luck be a Landlord"" to make some more challenging game experiences, including differentiated level challenges, achievements, global rankings, and so on. 

Construct your symbol combination to generate more defense value until it completely resists the attack of zombies. Different guards have different initial symbols and the corresponding best possible symbol combination strategy.",tbd,tbd
Frozen Synapse: Red,PC,"May 29, 2012","The multi-award-winning indie strategy masterpiece is back with a brand new expansion pack! Frozen Synapse: Red adds awesome features like co-op play against the AI and a brand new unit, as well as a selection of additional music tracks plus an exclusive single player campaign.

Key features

- Full co-op for the single player campaign and all new single player content
- A new unit (riot shield)
- A new multiplayer game mode (Upload)
- 15 mission single player campaign
- 10 single player challenge missions
- Three mutators (gameplay modifiers for advanced users)
- 6 additional music tracks by nervous_testpilot (2 previously available in the Humble Indie Bundle)
- MP3 and FLAC download of all Frozen Synapse: Red music
- Original music tracks Deeper and Focus unlocked during gameplay
- Impeccable Micro - a chiptune album from _ensnare_ (MP3 and FLAC)
- The infamous Red Mode...",tbd,tbd
Fumo Tianshi,PC,"November 4, 2022","""Fumo Tianshi"" is a card-building game that combines characters and roguelike gameplay. Players encounter a series of demons and monsters in an unpredictable world. Players can choose various strategies in the face of monsters. Each choice will also change their character, and the people and things they encounter in the future will also change with the character.

In this world, you want to play the role of a slayer who respects strength, a benevolent benevolent, a lonely rebel, or a lawful one. It's up to you to choose, and every choice you make will reshape yourself.",tbd,tbd
Furry Arena,PC,"December 1, 2022","Furry Arena is a first-person shooter arena in the style of sci-fi. The game contains elements of sexual content. You play as a female protagonist. You can play both single player and multiplayer with other players. 

Playing in Furry Arena you can earn points, which can then be exchanged for screenshots, as well as scenes of a sexual nature.",tbd,tbd
Fury of the Gods,iOS,"March 7, 2013",Your once faithful followers have revolted against you by renouncing their faith and tearing down your temples. Unleash your wrath with the Almighty Finger and smite those heathens down!,63,tbd
Futanari Sex - Office W*****,PC,"August 2, 2022",,tbd,tbd
Futuridium EP Deluxe,PlayStation Vita,"September 30, 2014","An old school shoot'em up with a modern twist. Futuridium EP offers fast paced, non stop, hard as hell action, with an original 45 minutes soundtrack and colourful, glitchy graphic.

Free, on Pc Windows, Mac and (soon) Linux.",65,6.7
G.I. Joe: Operation Blackout,PC,"December 15, 2020","YO JOE! G.I. JOE AND COBRA ARE BACK!
G.I. Joe: Operation Blackout is a team-based third-person shooter where you play as your favorite characters from Team G.I. Joe and Team Cobra. Experience the action from both sides as you help G.I. Joe restore order and lead Cobra to world domination.

G.I. JOE VS COBRA
Play with 12 of your favorite characters from both sides across 17 epic campaign story missions.

CO-OP & PVP MULTIPLAYER
Play the campaign with a friend in local co-op, or compete in 4-player PvP local matches in 4 Multiplayer Modes: Capture the Flag, Assault, King of The Hill, and Deathmatch Arena.

COMBAT TOOLS
18 awesome weapons, 36 weapon skins, 12 alternate character skins and a series of uniquely devastating ultimate abilities.

A LEGENDARY FRANCHISE
Play with 12 of your favorite characters from both sides across 17 epic campaign story missions.",tbd,7.5
GO Team Investigates 2: Holiday at Cedar Creek Piers,PC,"April 19, 2021","The 'GO Team' returns! Grandma Gertrude and ace reporter Owen like solving crimes and are at their best when the police don't have a clue.

Complete solitaire and mahjong puzzles to gather important clues. However, that's where the challenge begins the clues make no sense unless they are connected. Solve a special puzzle game to reveal what really happened and help the police catch the culprit.

From murders to theft, can you help the GO team investigate and crack eight different mysterious cases?",tbd,tbd
GRID 2: Peak Performance Pack,PlayStation 3,"July 23, 2013","Download the Peak Performance Pack and receive six outrageously tuned cars:

Dodge Charger R/T (Performance) 
Ford Mustang Mach 1 (Performance) 
Chevrolet Camaro Z28 (Performance) 
Volkswagen Golf R (Performance)
BMW E30 (Performance)
BMW 1 Series M Coupe (Performance)",tbd,tbd
Galactic Conquerors,PC,"August 21, 2015",,tbd,tbd
Galaxy Champions TV,Switch,"October 3, 2019","Get powerful weapons and power-ups, kill huge amount of enemies, level up, unlock upgrades and beat all the bosses to become the champion of the most violent TV show of all time! Are you ready to become the Champ?! ",65,4.8
Galaxy of Games: Green Edition,PC,"October 21, 2001",,tbd,tbd
Game Theory At Christmas,PC,"October 5, 2021","In order to participate in the game competition, let's make a game with the theme of Game Theory. Originally thought so, but due to various complicated reasons. In the end it became a spoof game.

Because the game operation method is very intuitive and simple, I won't introduce it here.

The game contains a total of six non-zero sum games.

The accumulated star coins or snow coins can be used to upgrade characters. Each character can have different effects according to the level. Only by fulfilling the conditions of the level can you advance the plot, so you need to adopt a strategy that can meet the conditions of the level without losing too many star coins and snow coins.

Some levels require the character to reach a certain level to pass the level, so when you are stuck in a level, you can replay the previous level and accumulate star coins to upgrade your character.",tbd,tbd
Gangsta Paradise,Xbox One,"March 19, 2021","Time to take matters into your own hands... Matters or guns... it doesn't matter.

Your city was safe from crimes for a long time. But these times had to end. A mafia boss Al Calzone came with his thugs and wants local business owners to pay tribute for ""protection"". Some people started to pay cash, some paid with theirs lives. It was only a matter of time when they will visit your mothers' flowers store. You can't wait, time to get rid of these mobsters and show who is the real boss here.",tbd,tbd
Garden City,PC,"July 18, 2020","When a wealthy man passes away and wills his estate to be turned into a garden his first cousin, twice removed, feels betrayed and sets out to restore justice!

Are you ready to take on the unexpected challenges that await the sorry gardener and his friends in this exciting casual strategy game? Are your new flowers wilting? Is your fountain not ready for the public? Is another heir threatening to take the fruits of your labor? Worry not. Careful resource management and a little ingenuity will go a long way. Join in on the search for treasure!",tbd,tbd
Garfield's Escape,iOS,"December 10, 2012","The world’s favorite cat-and-dog duo is back! Forever lazy fat cat, GARFIELD, and kind-but-clueless dog, ODIE, come to life in an action-packed RUNNING game!Taking good care of your pets involves keeping them clean at all times. In the Arbuckle household, it's quite a challenge. One day, Jon Arbuckle chanced upon a TV commercial for a new and amazing gadget: the Bath-o-Matic Robot!The robot chases and catches dirty pets and scrubs and washes them clean. Once the robot is on the loose, the crazy chase begins! Will Garfield and Odie outrun the robot? And will Garfield actually get some exercise in the process?•15 CHALLENGING LEVELS IN 4 DIFFERENT PARTS OF GARFIELD’S HOUSEYou play the role of Garfield and Odie. Run through different areas in Garfield’s house, dodging the household obstacles in your path. Jump over or slide under barriers, dive over high obstacles, and swing over obstacles by grabbing things in the ceiling! Avoid obstacles by jumping down stairs that will bring you to the basement. As you unlock higher levels, the obstacles become more difficult, which definitely challenge your reflexes!•ENDLESS MODES!Want more fun? In the two Endless Game Modes, see how long you can keep Garfield and Odie safe from the bathing robot!(Garfield: It’s my never-ending nightmare!)•AMAZING SMOOTH-RUNNING EXPERIENCE!Outstanding, beautiful 3D in-game graphics and fantastic controls! Running has never been this visually stunning and smooth!•LAUGH-PACKED GARFIELD STORYThe fun-filled story of Garfield’s Escape unfolds as you play. Humorous story moments and exciting storyboard illustrations provide you with additional entertainment!•COLLECTIBLES, WALLPAPERS, ACHIEVEMENTS, BONUS LEVEL!!!Collect all items in each stage to unlock a special bonus level! You can view your collections on the display table. Complete each stage to receive special-edition Garfield wallpapers as reward! Complete achievements to make each b/w picture show its true colors.Features:* The most popular cartoon fat cat in the world, in an epic action running game* Beautiful 3D graphics from your favorite Garfield comics and cartoons* With 15 challenging levels in 4 different parts of the house* Enjoy the Endless Mode with two levels of difficulties* Intuitive and responsive controls for smooth gameplay* Follow the story as you play* Collect all the items to unlock a bonus level* Complete each stage to reward special-edition Garfield’s wallpapers* Connect to Game Center Leaderboards and AchievementsSay NO to bathing and keep escaping! Download Garfield's Escape now! ",tbd,tbd
Gatekeeper: Eclipse,PC,"February 27, 2023","Fast-paced rogue-lite shooter. Gatekeeper: Eclipse is a prologue ver. of the game Gatekeeper. Go on a quest to find the stolen Heart of the Universe and shoot your way through the hordes of machine enemies!
",tbd,tbd
Gem love,PC,"January 5, 2022","In the gorgeous Bejeweled Array, can you find your own gem love? 

This is a casual strategy game with novel match-3 gameplay and special unlocking rewards. Through the very refreshing elimination gameplay, you can get the energy to unlock beautiful CG pictures. After the energy is full, the rewards can be activated. The rewards will be random. 

What kind of beautiful girl will you get? It's all by your own luck~",tbd,tbd
Generation Zero,PlayStation 4,"March 26, 2019","Experience an explosive game of cat and mouse set in a vast open world - rendered with the award-winning Apex game engine. Experience an explosive game of cat and mouse set in a vast open world. In this reimagining of 1980’s Sweden, hostile machines have invaded the serene countryside, and you need to fight back while unraveling the mystery of what is really going on. By utilizing battle-tested guerilla tactics, you’ll be able to lure, cripple, or destroy enemies in intense, creative sandbox skirmishes.",45,5.9
Generator Rex: Agent of Providence,Xbox 360,"November 1, 2011","Based on Cartoon Network’s top-rated animated series, the Generator Rex: Agent of Providence video game lets players take control of Rex, a teenager who has harnessed nanites within his body to become the ultimate weapon.  In the game, Rex is in a race against time to prevent Van Kleiss and his minions from gaining unprecedented powers that could destroy the earth!",tbd,4.0
Gensou Mono: Zenpen,PC,"August 5, 2021","This is a linear role-playing adventure game. Players are going to play a servant of the Royal Princess of the Far East Island. In the process of traveling with the princess, they can solve the truth of each story and explore their own inner world by completing decryption, small games, interesting battles, etc. 

At the same time, in the process of promoting the main line, we will unlock the branch line and complete the branch line accordingly, so as to further understand the story background and the emotional stories of the characters, as well as all kinds of social situations.",tbd,tbd
Geometric Sniper - Blood in Paris,PlayStation 5,"February 16, 2023","Katy, a French sniper, needs to protect her magnificent city! A 2D sniper game like you've never seen! In this spin-off of the Geometric Sniper the missions are more and more challenging, you will not have a second chance. Accuracy is everything!",tbd,tbd
Get Up and Dance,Wii,"November 22, 2011","Get your friends round and get dancing together, or have your very own dance off in Get Up And Dance.",tbd,tbd
Get-A-Grip Chip and the Body Bugs,PC,"May 12, 2022","Get-A-Grip Chip and the Body Bugs sends Chip on a new mission: enter the human body and dismantle digestive distress!

In this satisfying 2D platformer, master Chip's grappling hook to get things flowing. Raise an army of white blood cells to fight off the Body Bugs as you grapple for guts and glory.

With a meticulously designed world, new gameplay, and new characters, Get-A-Grip Chip and the Body Bugs is sure to swallow you up! Activate the body's white blood cells, defeat the Body Bugs, and race your friends (or rivals) for the top spots on the arcade style leaderboards.",tbd,tbd
Ghost: Elisa Cameron,Switch,"March 25, 2021","You wake up in a cold, desolate bathroom without any memory of your whereabouts, as a surveillance camera tracks your every move. Can you piece together the mystery and find your way to safety? As Elisa Cameron, you must work to save your sister, your future, and possibly the world.",tbd,tbd
Ghostdream,PC,"October 24, 2016","""When you die, you normally have only one simple wish - to return and tell them - ""Hey, guys - it's OK! No need to feel sad! Cause you know what? It's actually OK on both sides, really."" But returning is not easy - the only way would be dreams - ""half-dreams"" - ""ghost-dreams"". The problematic part is if you get stuck - you turn into a demon. Hard to say what exactly it is, but we presume it's a painful and useless existence. Better to avoid doing this, really.
My personal ""problematic part"" is that I am already stuck here. No idea how I'll get out this time...""

On his journey to the ""Other Side"" Reader (and his ""natural companion"" Writer) meets various Ghosts and Demons, Holy Spirits and Gods. He also meets Singer, who is neither Ghost, nor Demon. At some point she becomes important to Reader. Realizing this won't stop him though.

The world of Ghostdream should be scary, but it is not - it is just dark. The story should be sad since all the characters are more or less dead, but it is not, because they normally remember nothing, except some minor detail or two (for example the protagonist remembers himself reading a book - this is why they call him Reader. It is his only memory after all).

Ghostdream is a retro-style Point and Click Adventure game with puzzles, exploration and story.",tbd,tbd
Gingerbread Story,PC,"December 26, 2017","Once upon a time, in a dark far away forest two poor things Tommy and Lisa, went for a walk in the woods when suddenly they came on a beautiful house covered with sweets. Strange old lady was living in the nice house. She invited the little ones in the house by offering delicious treats. Children didn't even suspect that that was a trap. The lady turned out an angry witch. She grabbed Tommy and through into cage. Now Lisa will have to go through many tasks to save her brother from the evil witch. The old woman told Liza to find the lost gingerbread man, the path to whom she will find on a magic map. Only then Tommy will be free. Suddenly the gingerbread man turns out to be a real friend for the girl, and his advices helps Liza to find a way how to defeat the evil witch.

Following the magical road you will have to go through many tasks and visit the distant and unpredictable corners of the sweet world. Together with Lisa, you have to help the gingerbread man get out of the trap, build a real candy pyramid, resolve various tasks to get through the dense jungle, faced the sleeping dragon and try not to wake him! Adventures are waiting! Collect marmalades, open new levels and remember, only you can help Lisa complete all tasks and do not lost her way!",tbd,tbd
Gladiator Guild Manager,PC,"October 13, 2021","Strategic battle sim in which you buy and train all kinds of gladiators. Expand your guild, build unique teams, plan out fight tactics, and see how far you can take them through the championships. Form allegiances through quests and events while exploring and influencing this epic fantasy world.",tbd,tbd
Glass Lighthouse: A Wizard's Tale,iOS,"March 26, 2015",,tbd,tbd
Globicide: Earth is Dead,PC,"June 21, 2014",,tbd,tbd
GoKart - NewMexico,PC,"February 17, 2022","Start your engines and prepare for the ultimate driving experience. Compete against the clock or up to 3 of your friends, choosing from a diverse set of stunning and challenging tracks.

Our new technology gives you the ultimate controller for this high-adrenaline driving game. Super simple, yet super fun to use!

Cutting edge technology provides a natural feel to the steering, bringing car vibrations and continuous gas and brake control into your hands! Furiously fast and unbelievably fun, feel the power of a cleanly simulated, realistic driving experience with razor-sharp precision, powerslides and drifts like you have never seen before!",tbd,tbd
Goat Simulator: Waste of Space,Xbox One,"March 21, 2017",Goat simulation is finally leaving the planet where it was once conceived to explore the endless possibilities of space (Though we only had time to explore some of them) You no longer have to fantasize about colonizing space as a simulated goat. Your dreams have finally come true.,tbd,tbd
God of Ghosts and Red Moon 2,PC,"February 18, 2020","""God and Ghosts"" is a real-time combat MMORPG web game game.

The game as a whole extends the classic warrior, mage, priest three occupations, while providing players with three professional wings, twelve constellation guardian spirit beasts, four ancient riding pets and other gameplay.

It is an entertaining and interactive web game. Although the screen is relatively simple, the PK aspect of the game is still in place. One-click accurate enemy locking and killing, full screen full of blood and exciting sand attack, satisfy your legendary experience.

The retro realistic game style and classic legendary gameplay will bring you back to the bloody years in your memory.",tbd,tbd
Goetia,PlayStation 4,"December 18, 2020","Goetia is a point & click adventure where you play the ghost of a young lady. You are Abigail. Abigail Blackwood.

The ruins of any village are the silent testament to its final moments. The ruins of Oakmarsh are no different. Their telling silence, the dust blanketing what was once a quiet village near Coventry.

The name of a manor and the family that lived within. A perverted and mad lineage, a clan whose final members devoted their life to mysticism and fanatical experiments. I am Abigail. Abigail Blackwood. Recently risen from the grave, I know nothing about the last 40 years of my family’s history... But obviously somebody is keen on seeing me lift the veil on what happened in Oakmarsh - to what led to the downfall of Blackwood Manor. And it seems like I have no choice in the matter… ",tbd,tbd
GoldMiner OL,iOS,"March 13, 2012","We have offered you with 10 dollars' items. Open your bag and get them!DO YOU DREAM TO BE A GOLD MINER? Dig the gold in seven continents to accumulate wealth as much as possible in the new GOLD RUSH experience! Here we go now.Plenty of gold will roll into your pocket, IF YOU:Finish every task in seven continents and grow to be top-level gold miner…MULTIPLE GAMEPLAYThere are three main modes.CAREER MODE, an attractive stage to familiarize you with GOLDMINER OL. Bomb, Radar, and many other powerful items assist you to eliminate variety of obstacles. It is very thrilling when digging gold.ONLINE MODE could be an awesome stage for you to campaign with your friends and strangers in GAMECENTER.DOUBLE MODE is a kind of family mode. You could enjoy GOLDMINER OL with another family member face to face.NEVER DISTURB YOUR FUNYou could get 10 dollars’ coin of CAREER MODE when purchasing GOLDMINER OL $4.99 version.",tbd,tbd
Golf With Your Grandmother,PC,"May 7, 2021","Try to keep your grandmother alive through these 30 weaponized golf courses.
",tbd,tbd
Goony,DS,"March 14, 2013","Goony is a one-button arcade game for casual and core gamers. 

You control Goony, a jelly-like creature, who is running down a road with hazardous obstacles. The goal of the game is to stay alive for as long as possible. Goony is constantly on the move. He goes either left or right. 

Special blocks, which can help you, are scattered across the playfield. The playfield is infinitely long and lasts until you make a mistake. The number of steps you took is your final score.",tbd,tbd
Gordian Rooms: A curious heritage Prologue,PC,"September 17, 2020","Gordian Rooms: A Curious Heritage is a Victorian escape game, where you solve various puzzles in your late uncle’s mansion in the hope of obtaining his legacy. In the prologue you can play through the first level of the game.
",tbd,tbd
Gotcha Racing 2nd,Switch,"March 29, 2018",,tbd,tbd
Gran Vitreous,PC,"April 3, 2014",,tbd,7.3
Granny,PC,"November 20, 2018","Welcome to Granny.

Granny keeps you locked in her house.
Now you have to try to get out of her house, but be careful and quiet. She hears everything.
If you drop something on the floor, she hears it and comes running.",tbd,7.7
Gravitar: Recharged,Stadia,"September 20, 2022","A lone pilot, far from home, must navigate an abstract universe of uncharted planets and space stations guarded by mysterious, hostile aliens in Gravitar: Recharged.

You must complete missions in each solar system, navigating a variety of challenging environments, each with varying levels of gravity that will test your skills as a pilot. Complete each mission within a solar system and you will be transported to the next through a massive black hole.

Will you ever make it home?",tbd,tbd
GravitreX Arcade,PC,"March 3, 2021","This 2D physics simulation has you trying to land two ships on their respective platform. Like the old classic Lunar Lander, but much more difficult and more heavily physics based.
",tbd,tbd
Great Lakes Simulator,PC,"December 15, 2021","Live your dream of driving legendary lake freighters on The Great Lakes with this revolutionary new PC simulator that will take you to another level! 

Great Lakes Simulator puts you at the helm of a massive lake freighter underway on the Great Lakes. Head downbound from Lake Superior thru Whitefish Bay and the St. Mary's River to Lake Huron and back in a 1:1 scale re-creation of the most famous fresh-water waterway in the world... The Great Lakes.",tbd,tbd
Greenpeace Arctic Defender 13,iOS,"July 11, 2012",Join the global movement to Save the Arctic and stop giant corporations exploiting it for profit. ,tbd,tbd
Grey Skies: A War of the Worlds Story,PC,"November 5, 2020","Based on the great work of H.G. Wells, explore the English countryside and encounter iconic concepts such as Black Smoke, Red Weed and of course the almighty Fighting Machine and it's Heat Ray!
",tbd,tbd
Grim Tales: Heritage,PC,"September 24, 2020","Your sister-in-law Maureen has received a newspaper clipping from the future, one that describes her own death! With your father Richard out of town, you and your daughter Alice rush to her aid. It seems her charitable nature has landed Maureen on someone's bad side, but who wants her dead and why? Can you travel into the future and stop a dangerous criminal from destroying Maureen's good work and her life? Find out in this gripping Hidden-Object Puzzle adventure!",tbd,tbd
GrottyScape,PC,"October 6, 2016",,tbd,tbd
