name,platform,release_date,summary,metascore,userscore
Borderlands Triple Pack,PlayStation 3,"November 17, 2015","Shoot and loot as you explore the mayhem-filled world of Borderlands® across all three critically acclaimed games! Experience the award-winning FPS-RPG series, including the mayhem of Borderlands®, Handsome Jack's rise to power in Borderlands®: The Pre-Sequel, and his reign as maniacal Hyperion CEO in Borderlands® 2.

The Triple Pack contains bazillions of guns and trademark cooperative gameplay, complete with all previously sold add-on content!

The Full Borderlands® Experience You Know And Love: Includes the return of dynamic co-op, gazillions upon gazillions of weapons, character customizations, skill tree progression, surprise cameos, and much more!

Hundreds Of Hours Of Gameplay: Includes campaign add-ons, playable character packs, level cap upgrades, and assorted combat arenas previously sold as downloadable content for all three titles, plus dozens of character customizations!

Gun Lust: Choose from a nearly endless arsenal of weapons, each with their unique manufactures, specifications and advantages. A revolutionary new content generation system produces almost infinite tools of destruction!",tbd,tbd
Borderlands: Claptrap's New Robot Revolution,PlayStation 3,"September 28, 2010","Claptrap's New Robot Revolution invites recruits to attempt to beat down the deadly Claptrap revolution either as a lone gunman or in co-op teams of four treasure hunters using many of the more than 17 million unique weapons available in the game. Brave volunteers will find themselves caught in the lethal cross hairs between the Hyperion Corporation's fortified armadas and the ever-growing army of homicidal Claptraps and ""Claptrap-ified"" enemies led by one of the most eagerly awaited characters in the franchiseâ€™s history - the cunning Ninja Assassin Claptrap.  ",74,7.1
Borderlands: Game of the Year Edition,PlayStation 3,"October 12, 2010",Borderlands is an RPG sci-fi shooter that features four player online co-op.,tbd,8.0
Borderlands: Mad Moxxi's Underdome Riot,PlayStation 3,"January 7, 2010","[Playstation Network]  Mad Moxxi's Underdome Riot is an add-on pack for Borderlands that includes a new cooperative arena game mode and a stash to store your gear. Are you god's gift to gun fights? Think you're the best? Wanna prove it? Then help us celebrate the grand opening of Marcus Bank (a subsidiary of Marcus Corp) by killing hundreds and hundreds of people in Mad Moxxi's Underdome Riot, the only competitive arena around where your next of kin can be assured that you're coming back famous . . . or not at all. [Microsoft]",56,5.1
Borderlands: The Pre-Sequel,PlayStation 3,"October 14, 2014","Learn the story behind Borderlands 2’s villain, Handsome Jack, and his ascendance to power in this new game in the Borderlands series. Taking place between the original Borderlands and Borderlands 2, the Pre-Sequel gives you a bunch of new gameplay featuring the genre fusion of shooter and RPG gameplay.",77,7.2
Borderlands: The Pre-Sequel - Claptastic Voyage and Ultimate Vault Hunter Upgrade Pack 2,PlayStation 3,"March 24, 2015","Within this campaign add-on, Jack digitizes the vault hunters and launches them inside Claptrap’s mind to find an enigmatic code and get out of Claptrap’s consciousness without going crazy. Our anti-heroes must deal with Claptrap’s malware and digital representations of his crushing loneliness. This pack also features a bonus 10 level cap increase.",tbd,5.9
Borderlands: The Pre-Sequel - Handsome Jack Doppelganger Pack,PlayStation 3,"November 11, 2014","Play as everyones favorite maniacal tyrant-in-trainingor at least his body double. With the Handsome Jack Doppelganger Pack, use the power of your good looks and charm to distract your enemies into submission. Or, just cut them down to size with your witty banter. Or just shoot them. That works too.

Play as the hero(?) that Pandora and Elpis deserve.",tbd,tbd
Borderlands: The Pre-Sequel - Lady Hammerlock the Baroness Pack,PlayStation 3,"January 27, 2015","Introducing Sir Hammerlocks sister, Lady Aurelia the Baroness! Nobodys as cold as she is, literally, as her Cold-As-Ice action skill inflicts tons of cryo damage on the baddies of Elpis. She can also turn any co-op partner into a servant using her Contractual Aristocracy skill tree. Nothing stands a chance against this frozen-hearted aristocrat!",tbd,tbd
Borderlands: The Pre-Sequel - Shock Drop Slaughter Pit,PlayStation 3,"December 16, 2014","Enter the Shock Drop Slaughter Pit and face off against the toughest Scavs on Pandoras moon, Elpis! Survive the battle and youll be feared and respected by the few left alive not to mention the experience and gear you'll earn!",tbd,tbd
Borderlands: The Pre-Sequel - Ultimate Edition,PlayStation 3,"January 12, 2016","A Gazillion Hours of Mayhem!

Get the definitive anti-gravity experience with Borderlands: The Pre-Sequel Ultimate Edition. Discover the story behind Borderlands 2s villain, Handsome Jack, and his rise to power. Grab your friends and blast off to the moon to fight lunar baddies and loot new ice and laser weapons.

Includes: Borderlands: The Pre-Sequel! The Handsome Jack Doppelganger Pack! The Holodome Onslaught & Ultimate Vault Hunter Upgrade Pack! The Lady Hammerlock Baroness Pack! The Claptastic Voyage & Ultimate Vault Hunter Upgrade 2 Pack! The Shock Drop Slaughter Pit!",tbd,tbd
Borderlands: The Pre-Sequel - Ultimate Vault Hunter Upgrade Pack: The Holodome Onslaught,PlayStation 3,"December 16, 2014","With all new narrative content, this add-on begins as Vault Hunters Axton and Gaige catch up on the story thus far via The Holodome Onslaught, a new challenge arena that lets players fight through wave after wave of exciting enemies and bosses. While the veteran Vault Hunters join the rest of the crew at Crimson Raiders HQ and learn of recent events, players will face off against some of the games most memorable badasses to earn awesome, new weapons and gear along with radical new heads and skins!

As bonus content, this download also includes the Ultimate Vault Hunter Upgrade Pack, which raises the level cap and gives your characters 10 new levels plus 10 new skill points to earn!",tbd,tbd
Borderlands: The Secret Armory of General Knoxx,PlayStation 3,"February 25, 2010","(Downloadable Content)  Borderlands goes to ELEVEN! You may have seen some games raise their level cap by 5, or maybe even 10, but with The Crimson Lance Assassination Squads wreaking havoc and Crawmerax the Invincible being all invulnerable and stuff we knew you'd need more than just 10. And that's why Borderlands goes to ELEVEN! The Secret Armory of General Knoxx is an add-on pack for Borderlands that adds new guns, new Class Mods, new vehicles, new missions, new enemy types, and increases the level cap to 61. [Xbox.com]",85,7.7
Borderlands: The Zombie Island of Dr. Ned,PlayStation 3,"November 24, 2009","(Downloadable Content)  The Zombie Island of Dr. Ned is an add-on pack for Borderlands with new enemy types, new missions, and new ... surprises. The Jakobs Corporation would like to invite you to experience the splendor of a corporate owned small town known as Jakobs Cove.  Any rumors you may have heard about the ""undead"" walking our streets are completely preposterous and we officially deny them all.  If those rumors turn out to be true simply purchase a firearm from the conveniently located Jakobs Brand Vending Machines and aim for the head.  Also, would you mind saving our employees?  (Non-union only please).",82,7.8
Bound by Flame,PlayStation 3,"May 6, 2014","You are a mercenary possessed by a flame demon in a desperate world ravaged by seven Ice Lords and their Dead-Army. In this RPG where all your choices lead to consequences, you will have to choose between unleashing the powers of the beast within and rejecting the demonic influence that wants to claim your humanity. ",tbd,5.7
Braid,PlayStation 3,"November 12, 2009","[Playstation Network]  Explore the human condition and manipulate time as our hero Tim leaps onto the PlayStation Network in the lush, painterly world of Braid, a puzzle-platformer that takes you from a house in the city on a journey through a series of worlds to solve puzzles and rescue the princess. In each world, you have a different power to affect the way time behaves, including the ability to rewind, create parallel realities and utilize time dilation to overcome the many obstacles in your path. There is no filler in this game; every puzzle shows you something new and interesting about the game world. [Hothead Games]",93,7.8
Brain Challenge,PlayStation 3,"November 25, 2008","Get your brain in shape with fun daily exercises-these challenging and entertaining puzzles act like a vitamin boost for your brain. Twenty different games in five categories (Memory, Visual, Logic, Math, and Focus) will train all areas of your brain. Brain Challenge is more than just a game, it's your personal coach for mental fitness!",tbd,tbd
Brain Challenge Deluxe,PlayStation 3,"March 3, 2009","Get your brain in shape with these fun daily exercises! No pain, stress, or boredom; just challenging and entertaining puzzles that act like a vitamin boost for your brain. Twenty different games in five categories (Memory, Visual, Logic, Math, and Focus) will train all areas of your brain. Evaluate your mental capacity under regular or stressful conditions with the Daily Test & the Stress Management Test, and work with your favorite personal coach among two to improve. Keep track of your progress every day, and easily evaluate your level of brain activity.",tbd,tbd
Bratz Girlz Really Rock,PlayStation 2,"October 13, 2008","Live the Fabulous Lifestyle of the Bratz Girlz! The Bratz are out of Stilesville and attending Camp Starshine, a summer camp for the most talented students of the performing arts! They meet Anna, a lonely ballerina who has dedicated so much of her life to dance that she has missed out on fun and friendship. When Anna has a crisis of confidence, her new friends are there to rally round her, helping her create a performance for the end of camp showcase that no one will forget. [THQ]",tbd,8.4
Bratz: Forever Diamondz,PlayStation 2,"September 18, 2006","Yasmin, Cloe, Sasha, and Jade are back for a brand new adventure sending them across the country in search of the hottest fashion designer. Players experience unique adventures through the eyes of the four playable characters, in detailed open world environments, as they compete for a spot in ""America Rocks Fashion"" TV show. Fans discover new features that include a figure skating competition and the ability to adopt a pet to train, dress, accessorize and showcase in competitions. [THQ]",tbd,8.0
Bratz: Rock Angelz,PlayStation 2,"October 6, 2005","Bratz Rock Angelz empowers fans of the popular line of fashion dolls to explore their own ""passion for fashion"" in a unique interactive adventure game. Fans will be immersed in the Bratz World as they embark on a series of voyages in search of intriguing stories to inspire and create their very own fashion magazine. Play as any of the four Bratz Girls while exploring different adventures. Customize all of the Bratz girls hair, make-up, and outfits as you shop for the latest fashions. Travel to exotic International locations to investigate the hottest stories to create your own fashion magazine. Chat face-to-face with the Bratz characters in their own world. [Nintendo]",60,6.3
Bratz: The Movie,PlayStation 2,"September 25, 2007","In Bratz: The Movie, based on the Bratz fashion doll line of the same name, players join the girls with a Passion for Fashion as they hit the red carpet, rock out in explosive music shows, strut the fashion runway and publish the hottest magazine ever. When their hard work lands them the once-in-a-lifetime opportunity to star in their own movie, players experience all of the glitz and glamour of becoming real movie stars as they play as Cloe, Jade, Sasha and Yasmin and experience character-specific adventures. Featuring favorite moments and music from the TV series, the game allows girls to enjoy a new height of fashion, music and adorable pets. Gameplay includes enhanced pet features such as pet swapping, pet mood detection, and the collection of various pet palaces. In the Wii version, players will utilize the Wii Remote to strum guitar strings to create their own music, as well as apply make-up and take pictures. [THQ]",tbd,4.4
Brave Fencer Musashi,PlayStation,"October 31, 1998","Brave Fencer Musashi has been summoned to stop an ancient evil force, to save the kingdom and rescue the princess.
Embark on a wild, comical, Action/RPG adventure in a massive 3-D world filled with platform-style action, two-fisted sword fighting, challenging puzzles, and scores of enemies whose skills Musashi can learn and use to his advantage. Locate five powerful magical scrolls to conquer the twisted Thirstquencher Empire.",81,8.6
Brave: The Search for Spirit Dancer,PlayStation 2,"April 9, 2007","Brave is the sole escapee of an attack by the vicious Wendigo spirit. His tribe enslaved, their only hope is that Brave can find Spirit Dancer, the greatest shaman to ever live. Only Spirit Dancer has the power to defeat the Wendigo and release them. So starts Brave's epic journey... Brave takes you on a journey through beautifully rich and interactive scenery. Hunt wolves in the depths of the forest, face stampedes of buffalo and canoe down crashing rapids in the search for Sprit Dancer. Master a range of talents from combat with a tomahawk and bow, to animal tracking and mimicry. Your hunting skills are surpassed only by initiation into the ways of the shaman. Overcome bizarre creatures and terrifying foes, learning to work alongside and possess animal spirits as you progress. Take on the shape of the smallest rabbit to escape down burrows or the form of a mighty bear spirit to battle your foes. [SCEE]",65,7.4
Breakout,PlayStation,"September 22, 2000","Your mission: destroy the evil Batnix!
Breakout will wow you with constant surprises-from being chased by a giant, ferocious wolf, to battling an ancient mummy in the dark depths of a myterious Egyptian tomb! With over thirty challenging Breakout locations - including a dank, dark prison cell, a menacing Dragon owned castle, a deranged animal infested farm and the darkest reaches of outer space - the demolition fun just goes on and on. Featuring countless challenge modes, secrets, bonuses, and multiplayer mayhem, just pick up and play for fast and furious arcade action!",tbd,tbd
Breath of Fire IV,PlayStation,"November 28, 2000","After centuries of war, the two lands bordering an impenetrable swampland have finally reached an armistice. Mysteriously, the noble Princess Elena disappears somewhere near the war-ravaged front lines. Distraught, her sister Nina goes in search of the Princess alone and on her journey, meets a mysterious young warrior named Ryu. Their destinies soon entwine. The next chapter in the epic tale of magic and mystery now unfolds. The fate of what lies ahead rests in your control.",83,8.6
Breath of Fire: Dragon Quarter,PlayStation 2,"February 16, 2003",It's an epic quest of magical proportions. You live in another time... another place... devoid of all light sources. You are now part of the underground world. Foil your menacing enemies to reach your ultimate mission. Only you can discover the way out of the labyrinth-like dungeon that envelops you and your friends. Escape your underground captors and you'll reach the world of the living. [Capcom],78,6.6
Breeders' Cup World Thoroughbred Championships,PlayStation 2,"September 29, 2005","Experience the only game officially licensed by the NTRA: Breeders' Cup World Thoroughbred Championships. With thousands of horses, the ability to race your own thoroughbred, play the ponies, and even build your own stable, Breeders' Cup is the horse racing game with something for everyone. Perform well enough and maybe you can race against some of the greatest thoroughbreds of all time. Breed and train your own custom horses in Stable mode – even create your own silks. Race at top racetracks from all over North America, including Del Mar, Belmont Park, Keeneland and many more. Dynamic weather system including rain, wind, and heat, that can drastically change the track conditions - and the outcome of a race. TV-style coverage of all the racing action including race calling by Breeders' Cup announcer, Tom Durkin. Sophisticated wagering system provides accurate odds on the race by incorporating all the factors that professional handicappers use. [Bethesda Softworks]",tbd,7.2
Brink,PlayStation 3,"May 10, 2011","Brink is an immersive shooter that blends single-player, co-op, and multiplayer gameplay into one seamless experience, allowing you to develop your character across all modes of play. You decide the role you want to assume in the world of Brink as you fight to save yourself and mankind’s last refuge for humanity. Brink offers a compelling mix of dynamic battlefields, extensive customization options, and an innovative control system that will keep you coming back for more. A man-made floating city called the Ark, made up of hundreds of separate floating islands, is on the brink of all-out civil war. Originally built as an experimental self-sufficient and 100% ""green"" habitat, the reported rapid rise of the Earth's oceans has forced the Ark to become a refuge for humanity.  Crammed with the original Ark founders, their descendants, as well as tens of thousands of refugees, the Ark exists in total isolation from the rest of the world. With 25 years of social unrest, the inhabitants of the Ark have reached their breaking point. It's up to you to decide the future of the Ark and the human race. Blurring the Lines Between Offline and Online - Advance your character’s development across every gameplay mode: single player, co-op, and multiplayer. Gain experience points that you can spend on customizing and upgrading your skills and abilities, designing an entirely unique look and feel for your character. Brink uses the familiar shooter controls that you're used to, without frustrating, artificial constraints and takes advantage of a new feature: the SMART button.  When you press the SMART button, the game dynamically evaluates where you’re trying to get to, and makes it happen. No need to perfectly time a jump or vault, the game knows what you want to do. Objectives, communications, mission generation, and inventory selection are all dynamically generated based on your role, your status, your location, your squad-mates, and the status of the battle in all gameplay modes.  You'll always know exactly where to go, what to do when you get there, and what your reward will be for success. Brink’s proprietary technology, Virtual Texturing, breaks new ground on current-gen consoles and PCs with an even greater focus on highly detailed characters, realistic environments, lighting, effects, and atmospherics. This competitive lead on the squad-combat genre helps thrust players into the gritty reality of the Ark's epic secluded arcology. [Bethesda Softworks]",72,5.8
Brink: Agents of Change,PlayStation 3,"August 1, 2011","Secrets, lies, and double agents. No one and nothing is at it seems as the arrival of a mysterious ship from the outside world shatters the tentative peace reached between the Resistance and Security factions. The revived battle spreads to two all-new districts of the Ark – the futuristic, underwater Labs facility and Founders’ Tower, the iconic spire housing the island’s wealthy elite. Unleash fury on your enemies with new lethal abilities as your work your way towards the newly raised level cap of 24 and customize your character with brand-new outfits and additional weapon attachments.",tbd,tbd
Britney's Dance Beat,PlayStation 2,"May 8, 2002","She's young, beautiful, and talented. Her dance moves are as hot as her songs. And, only the best dancers can join Britney Spears on her world tour. See if you have what it takes to back her up.  [THQ]",63,5.7
Brothers in Arms: Earned in Blood,PlayStation 2,"October 26, 2005","Experience authentic WWII combat as Sergeant Joe Hartsock and lead your squad beyond Carentan to liberate all of Normandy. Taking online tactics to new heights, Brothers In Arms Earned In Blood offers more unique multiplayer missions and improved online support on PC and consoles! (Including the bundled addition of modification support for the PC). Earned In Blood features an all-new cooperative Skirmish mode that allows one or two players to take a tour of duty through a series of authentic and harrowing custom combat missions. Arm yourself with additional authentic weapons and command new vehicles like the M10 ""Wolverine"" Tank Destroyer. More Challenging and Dynamic Combat - the game features close quarter urban environments and a new, next generation artificial intelligence system. [Ubisoft]",71,8.0
Brothers in Arms: Hell's Highway,PlayStation 3,"September 23, 2008","Brothers In Arms: Hell's Highway brings the critically acclaimed squad-based WWII shooter into the next generation of gaming with amazing graphics and sound, new cutting-edge gameplay features and a completely redesigned online component. Delivering on the franchise's compelling story, unrivaled authenticity and intense squad-based action, Brothers In Arms Hell's Highway drops you into Operation Market-Garden, the largest airborne operation of World War II. Lead Matt Baker, Joe Hartsock and the rest of the 101st Airborne Division as they fight to open ""Hell's Highway"" in a daring bid for a quick end to the war. [Ubisoft]",76,8.1
Brothers in Arms: Road to Hill 30,PlayStation 2,"March 15, 2005","Created by Texas-based Gearbox Software, Brothers in Arms is the most realistic and authentic WWII shooter ever. While other WWII games have sugarcoated the war experience, Brothers in Arms is based on a true story and will immerse gamers into the gritty, uncensored and emotionally-charged side of war. The game puts you in the shoes of Sgt. Matt Baker, a D-Day paratrooper squad leader, and asks you to lead the squad as you balance their lives with the success of the mission. The true stories and historical events you experience on your perilous journey take you through real battlefields meticulously recreated from aerial reconnaissance images, US Army Signal Corps photos and eye-witness accounts of war-torn Normandy. Players of allskill levels can battle their way through this intense experience because of Brothers in Arms innovative and accessible command and control system. [Ubisoft]",82,7.6
Brothers: A Tale of Two Sons,PlayStation 3,"September 3, 2013",Two sons must set out on a perilous journey to bring back the Water of Life to their ailing father.,85,8.6
Brunswick Pro Bowling,PlayStation 3,"September 22, 2010","Time to introduce an entirely new way to bowl with PlayStation Move motion controller! Brunswick Pro Bowling is the only game to feature a realistic and authentic bowling experience while showcasing jaw-dropping ball and pin physics. Strap on the wrist guard and roll on accurate oil patterns, earn tons of trophies, and unlock hidden items on your way to winning the world championship. Customize your bowler with genuine Brunswick equipment from bowling balls, shoes, and clothing. Whether you’re a casual player or a bowling fanatic, Brunswick Pro Bowling is fun for all ages and provides hours of entertainment for the whole family! ",47,tbd
Brunswick Pro Bowling,PlayStation 2,"August 28, 2007",Real time changing lane conditions for the player to master during the course of a match. Work your way from an amateur to a true professional Brunswick Pro Champion. Authentic Brunswick bowling products to improve your character's performance. Ten different environments to choose from. [Crave],tbd,tbd
Brutal Legend,PlayStation 3,"October 13, 2009","Brütal Legend is an epic action game from visionary developer Tim Schafer.  Jack Black stars as Eddie Riggs, a legendary roadie summoned to a world of Heavy Metal where mountains are made of amplifiers, killer spiders spin guitar strings and Rock Legends roam the landscape.  As Eddie, crush skulls with a battle axe, ravage the road in a super-charged Hot Rod and unleash the power of Rock to reign down fire from the sky - all to save humanity and become a Brütal Legend. [Electronic Arts]",83,7.7
Buffy the Vampire Slayer: Chaos Bleeds,PlayStation 2,"August 27, 2003","Based on one of the hottest television shows, this 3rd-person fighting adventure game delivers the same intense action, characters, and humor that created a massive following. Developed as a lost episode from the show, the original story begins when Buffy and friends discover a dreaded enemy from the past is at the center of a great struggle with The First- the ultimate incarnation of evil. They must face an undead army of terrifying vampires, zombies, and demons to keep these hellions from casting the world into permanent darkness. With involvement from the show's creator, sanctioned Buffy writers, and voiceovers by numerous cast members, Buffy the Vampire Chaos Bleeds features intense action in an authentic Buffy universe with 6 playable characters from the show, an advanced fighting engine allowing over slayer 100 moves & combinations, loads of new and familiar characters and environments, multiplayer action for up to 6 people, and tons of DVD-style extras. [Vivendi Universal]",72,8.8
Bugs Bunny & Taz: Time Busters,PlayStation,"November 24, 2000","Join Bugs and Taz in their first ultimate action-packed adventure through time! Experience original gameplay that let's you switch between Bugs Bunny and Taz, to conquer obstacles and adversaries. Face off against classic Looney Tunes adversaries like Yosemite Sam, Elmer Fudd, Babba Chop and Count Bloodcount. Explore 4 exciting time periods - The Aztec Era, The Viking Era, The Arabian Era and Transylvanian Era. Enjoy over 30 levels of sporting contests, quests, boss encounters, and crazy chases. Play with a friend in the first ever 2-player cooperative gaming for the PlayStation!",72,8.2
Bujingai: The Forsaken City,PlayStation 2,"July 25, 2004","(Also known as ""Bujingai: Swordmaster"")  In the 23rd Century, an attempt to develop a new source of energy has gone horribly wrong and 70% of the world's population is instantly wiped out. The survivors learn how to create energy from their own bodies, giving them superhuman abilities. The process of harnessing the power of these abilities is simply referred to as ""Skill"". For 400 years, the survivors transformed these abilities into a new and deadly fighting art. Now at the dawn of a new age, simply called the Age of Skill, mankind is faced with a new threat. A rift into a demon dimension has been opened, unleashing hordes of fiends on an isolated island city in Asia. One warrior, a master of Skill, travels to the city to combat this invasion. Armed with a pair of swords, and an arsenal of magic spells, Lau must combat the demons and try to rescue what's left of the survivors. [BAM! Entertainment]",72,7.9
Bulletstorm,PlayStation 3,"February 22, 2011","Bulletstorm's array of distinct skillshots produces unprecedented levels of frantic gameplay. The skillshot system rewards players for laying waste to enemies in the most imaginative way possible. The more insane the skillshot, the more points players collect to upgrade and unlock weapons, which in turn allows them to execute even more inventive moves and exaggerated skillshots. ",83,7.7
Bulletstorm: Blood Symphony Pack,PlayStation 3,"July 19, 2011","The Blood Symphony Pack introduces an all new Ultimate Echoes mode; a unique skill based challenge that builds upon the game’s original Echo Mode and requires players to complete specific goals in order to rack up even higher bonus points for more insanity. In addition, players will kill with skill on three new maps for the game’s Anarchy multiplayer mode, including the confines of the Mini City, the wrecked remains of the Ulysses, and the Rock Quarry, as well as two new Echo Mode maps featuring the Monorail Factory and Mean Street. As if that wasn't enough, gamers can use the all new Flamingo and Pulp leash variants to ensure they’re looking good while racking up the skillshots! ",tbd,tbd
Bulletstorm: Gun Sonata Pack,PlayStation 3,"April 12, 2011","The Bulletstorm Gun Sonata DLC pack includes 2 new Echoes maps - Guns of Stygia and Crash Site within which to creatively dispose of your enemies and climb those leaderboards. You'll also be able to jump online with your friends in 3 brand new Anarchy maps: Hotel Elysium, Villa and Sewers, all of which provide unique and brutal opportunities for you to work together and kill with some skill.",tbd,tbd
Bully,PlayStation 2,"October 17, 2006","(Known as ""Canis Canem Edit"" in the UK/EU)  Bully, the brutally funny debut title from Rockstar Vancouver, takes the Rockstar tradition of groundbreaking, innovative, original gameplay and humorous tongue-in-cheek storytelling to an entirely new setting: the schoolyard. As a troublesome schoolboy, you'll laugh and cringe as you stand up to bullies, get picked on by teachers, play pranks on malicious kids, win or lose the girl, and ultimately learn to navigate the obstacles of the fictitious reform school, Bullworth Academy. [Rockstar Games]",87,8.8
BurgerTime World Tour,PlayStation 3,"November 15, 2011",Take the role of Peter Pepper and traverse the globe defeating chefs from the world capitals of cuisine. Forty sizzling levels in all!,50,tbd
Burn Zombie Burn,PlayStation 3,"March 26, 2009","[Playstation Network]  Play as Bruce as you shoot, burn, and blow up brain-munching zombies using a variety of weapons.",76,7.7
Burnout,PlayStation 2,"November 1, 2001",A high-energy arcade style racer in which you're rewarded for near-misses and the more risks you take. Civilians steer clear! Over 300 vehicles fill the streets and highways making reckless racing and wild demolition a certainty.  [Acclaim],79,7.4
Burnout 2: Point of Impact,PlayStation 2,"September 30, 2002","Features six new United States locations, including Miami, Los Angeles, The Rocky Mountains, New Mexico and a busy international airport; thirty new stages and fourteen all-new vehicles; seven secret vehicles to unlock including police cars, 1950's hotrods and stock cars; point-to-point races; all-new points-based championship gameplay structure; new Custom Series Mode that allows you to race modified vehicles complete with body kits and decals; and an intelligent traffic system, featuring three distinct types of driver behaviors. [Acclaim]",86,8.3
Burnout 3: Takedown,PlayStation 2,"September 7, 2004","Burnout 3 takes the hit series even further, now featuring a unique ""crash and burn"" racing concept and a one-of-a-kind special effects engine that delivers spectacular visuals. The intensity heats up as players race, and often crash, their way through oncoming traffic in an attempt to claim the top spot. Boasting multiple single-player, multiplayer and online crash and race modes, Burnout 3 offers players the opportunity to race through busy city streets and be rewarded for taking risks that result in heart-pounding action and electrifying crashes. [Electronic Arts]",93,9.0
Burnout Anthology,PlayStation 2,"November 19, 2008","Burnout Anthology features 3 Burnout games in one including Takedown, Dominator, and Revenge.",tbd,tbd
Burnout Crash!,PlayStation 3,"September 20, 2011","This is an action game in which players earn points for creating traffic pileups. From a top-down perspective, players initiate crashes by driving 'cartoony' vehicles (e.g., cars, trucks, vans, buses) into busy intersections; multiple crashes trigger score multipliers and rack up large 'bills' of property damage. Each level is accompanied by crashing sounds, small explosions, and vocal encouragement (e.g., 'Cool,' 'Maximum Carnage!'). In some levels, players are instructed to crash into police cars (e.g., 'Crash them before they bust you!'); in other sequences, oversized airplanes, tornados, lobster monsters, and UFOs slide across the screen, destroying any vehicles in their path.",69,5.1
Burnout Dominator,PlayStation 2,"March 6, 2007","Burnout Dominator is the next installment in the legendary Burnout series, loaded with intense racing action and dozens of retina-searing World Tour events. Burnout Dominator challenges gamers to face off against a series of hot-blooded rivals in brutal tests of aggressive driving techniques where performing burnouts gives you the advantage and multiplies your score potential. For the ultimate nerve-wracking experience, Burnout Dominator takes you to the very edge of control, punishing the smallest mistakes and rewarding drivers for taking outrageous risks. [Electronic Arts]",76,7.8
Burnout Paradise,PlayStation 3,"January 22, 2008","Burnout Paradise proves that crashing is awesome! Next generation technology has enabled an unprecedented level of crash deformation allowing you to experience the most explosive pile-ups in the series’ history. Now the development team can realize their original vision for the Burnout franchise: an open world environment where you can do anything, anywhere, anytime. Feel the adrenaline course through your veins as you take to the road for the first time in Paradise City, where the action is all around you. Explore the city, discover events, and look for the best opportunities to crash, jump and pull signature takedowns. In Burnout Paradise you're given the keys to the city, but it's up to you to earn the keys to the meanest and most dangerous cars on the street, and earn your Burnout license. [Electronic Arts]",87,7.7
Burnout Paradise: Big Surf Island,PlayStation 3,"June 11, 2009","""Get this pack and head over the suspension bridge at the end of 4th Street to reach Big Surf Island! A whole new location packed with gameplay.""",tbd,7.1
Burnout Paradise: Boost Specials Collection,PlayStation 3,"March 12, 2009",This collection gets you both the Boost Special cars and represents great value over buying these cars individually.,tbd,tbd
Burnout Paradise: Cops and Robbers,PlayStation 3,"April 30, 2009","Introducing Cops and Robbers, an incredible online team game that pits Cops vs Robbers.",tbd,7.3
Burnout Paradise: Legendary Cars Collection,PlayStation 3,"February 19, 2009",Get all 4 of the Legendary Cars in one great collection. This represents fantastic value over buying these cars individually.,tbd,tbd
Burnout Paradise: Party,PlayStation 3,"February 5, 2009","Want to play Burnout Paradise at home with your friends in some offline multiplayer action? Burnout Paradise Party introduces fun, quick-fire challenges around Paradise City that can be played by 2-8 players of all skill levels.",tbd,7.2
Burnout Paradise: Toy Car Collection,PlayStation 3,"March 5, 2009",Want all the Toys? Want amazing value? This is the collection for you!,tbd,tbd
Burnout Revenge,PlayStation 2,"September 13, 2005","Burnout Revenge lets gamers rip through rush hour traffic and lay waste to scores of rubbernecking roadhogs in an over-the-top scene of vehicular mayhem. In addition to tricked out new race, crash and road rage modes, Burnout Revenge takes the series' blistering speed and spectacular destruction to dizzying new heights with an all-new Revenge mode, challenging gamers to battle the clock and unleash their frustrations on rush hour traffic. [Electronic Arts]",90,8.9
Bushido Blade,PlayStation,"September 30, 1997","""Bushido"" is the soul of Japan - an ancient honor code deeply followed by samurai warriors for centuries.
Plunge into real world battles across vast 3D environments that you can run, slice and tear through.
Sword matches become unbelievably real where one critical blow is the mean difference between death and victory.",83,8.2
Bust A Groove 2,PlayStation,"March 31, 1999","In the tradition of Bust a Groove, Bust a Groove 2 is a captivating game about music, rhythm, dancing, style and competition. In Bust a Groove 2, you control one of 18 characters who compete in an epic dance-a-thon in dynamic dance venues around the world and the universe. Bust a Groove 2 has spectacular, fluid dance moves that allow even a casual gamer to become a natural dancer after just a few minutes.",66,8.6
Butt Ugly Martians: Zoom or Doom!,PlayStation 2,"July 30, 2003","Race the fastest, most futuristic vehicles in the universe to the ultimate finish line! Emperor Bog is fed up with the Butt-Ugly Martians' antics, so in order to continue their assignment on Earth, the Butt-Uglies must win the Martian Conqueror's Cup. A heart-pounding, interstellar racing championship. Players will fight off enemy attacks at every turn in super-slick O.M.A.B.s (One Martian Air Bikes) across nine intergalactic landscapes as they race, chase and conquer opponents. Kids can victoriously pilot their way through the collection of outrageous races by becoming their favorite Butt-Ugly hero or an evil alien bent on destruction. [Crave Entertainment]",41,3.2
Buzz Lightyear of Star Command,PlayStation,"September 26, 2000","Only you, Buzz Lightyear, and your elite Space Ranger team can defeat the evil Emperor Zurg in his dark quest for universal domination! Blast off with power-ups like shields, rockets, homing weapons and lightning beams. Fight on jetpacks, hoverboards, jetbikes and more! Explore 12 levels in seven amazing worlds, including Planet Z.",54,7.1
Buzz! Junior: Dino Den,PlayStation 2,"September 25, 2008",The next installment in the Buzz series.,69,tbd
