name,platform,release_date,summary,metascore,userscore
Final Fantasy Tactics,PlayStation,"January 28, 1998","Featuring over 20 types of Jobs and 400 Abilities through the Job System, beautifully laid out 3D environments and the Charge Time Battle System, FINAL FANTASY Tactics provides strategy-intensive gameplay that takes a twist on the traditional RPG.",83,9.1
Final Fantasy VII,PlayStation,"September 3, 1997","An epic adventure across 3 cd-roms. What begins as a rebellion against an evil corporation becomes much more. And what erupts goes beyond imagination. With vivid landscapes, lush 3D animation and environments, Square Soft's multi-million dollar masterpiece is like nothing ever seen before. ",92,8.9
Final Fantasy VIII,PlayStation,"September 7, 1999","The next chapter in Final Fantasy takes the series to the next level.  Final Fantasy VIII combines an epic storyline with dynamic role-playing elements, breathtaking music, and well-defined characters.  The world of Final Fantasy VIII comes to life in a dazzling display of digital artistry that spans four CDs.  With the addition of an hour worth of CG animation, a new ""Junction"" system, and compatibility with the Dual Shock Analog Controller, Final Fantasy VIII is a breathtaking addition to the series.",90,8.7
Ford Racing,PlayStation,"March 6, 2001","Ford Racing features 12 handpicked cars from Ford's line of U.S. and exotic European models including the Taurus, the Mustang, F-Series, Explorer, GT90, and several concept cars.  In Career mode, you start out as a rookie driver and build your reputation by winning races.  Soon you'll be offered a contract to race for a team.   With 10 realistic tracks, upgradeable cars, sophisticated car physics, and a full race calendar with multiple race types, Ford Racing challenges you to think like a racer.",53,5.8
Freestyle Motocross: McGrath Vs. Pastrana,PlayStation,"November 5, 2000","McGrath vs. Pastrana Freestyle Motocross is the primary candidate for an award no video game wants to win, the uninspired game of the year award.",48,tbd
Frogger 2: Swampy's Revenge,PlayStation,"October 10, 2000","It's fast and furious action from start to finish for Frogger and his new friend, Lillie Frog. Help them save the Frog Babies from Swampy the crocodile.",77,8.2
Galaga: Destination Earth,PlayStation,"October 22, 2000","Of all the old-school to 3D remakes, Galaga: Destination Earth may be the most uninspired.",tbd,7.2
Gold and Glory:  The Road to El Dorado,PlayStation,"December 19, 2000","Gold & Glory: The Road to El Dorado is a simplistic, extremely short experience, with abundant flaws that outweigh its few redeeming features.",34,tbd
Gran Turismo,PlayStation,"April 30, 1998","Welcome to the most advanced racing game ever created! Encounter exhilarating high-speed racing in 11 stunning environments. Feel handling agility and throttle response so convincing, the car seems to be an extension of yourself. Experience the extraordinary world of Gran Turismo!",96,8.6
Gran Turismo 2,PlayStation,"November 30, 1999",The world's most advanced racing game returns with thunderous new features.,93,9.0
Grand Theft Auto 2,PlayStation,"October 25, 1999","Even though the gameplay is largely the same as in the previous GTA, it's still a lot of fun.",70,7.7
Grandia,PlayStation,"September 30, 1999","Join Justin and friends on an epic journey through a captivating story line, providing over 80 hours of intensive gameplay. With vast polygonal worlds to explore and extensive character interaction, Grandia features innovative gameplay with a unique magic combination and character development system and a choice of two battle modes; classic turn-based or automatic. ",89,7.7
Gundam Battle Assault 2,PlayStation,"July 17, 2002","Welcome to a future world where gigantic mobile suits and their human pilots wage a hi-tech winner-take-all war. Your fighting skills will be put to the ultimate test, as you challenge other pilots for the right to be called the best. As Burning Gundam, you're a martial arts specialist in search of your brother. Then as Heero Yuy in Gundam Wing, attempt to destroy Trieze Khushrenada. Finally, use Gundam RX-78 to wage war against the Principality of Zeon. Based on ""Mobile Suit Gundam,"" the hugely popular Japanese anime series, and also seen on TV and available on DVD, Gundam Battle Assault 2 proves once and for all that the bigger they are, the harder they brawl!",80,8.5
Gundam: Battle Assault,PlayStation,"November 6, 2000","Gundam Battle Assault isn't a good enough game to live on its own - the fighting is competent, but hardly compelling for any length of time, and the story mode is completely uninteresting.",61,7.3
Gunfighter: The Legend of Jesse James,PlayStation,"November 30, 2001","It's steel justice in the Old West -- Gunslingin' outlaw Jesse James is layin' down the law on a posse of no-good bandits. These thieves have snatched Jesse's sweetheart, Zee, and done shot dead his partner, Cole. Now is high time to unshuck yer six shooter, save Zee and send them varmints packin' in a pine box!",55,5.4
HBO Boxing,PlayStation,"November 20, 2000",HBO Boxing is another disappointing boxing game that fails to even come close to re-creating the look and feel of the sport in the ring.,26,4.0
Harry Potter and the Chamber of Secrets,PlayStation,"November 14, 2002","Be Harry Potter in a new adventure with more magic, friends, and danger. In his sophomore year at Hogwarts School of Witchcraft and Wizardry, Harry stumbles upon a dark chapter in the school's past. In an effort to confront the powers at the heart of the Chamber of Secrets, you'll learn new spells, undertake new quests, make new friends, and challenge new adversaries. Do you dare take the chance that you might face the evil Lord Voldemort again?",tbd,8.0
Harry Potter and the Sorcerer's Stone,PlayStation,"November 15, 2001","Leave the nonmagical world behind and enroll in Hogwarts School of Witchcraft and Wizardry in Harry Potter and The Sorcerer's Stone.  As Harry Potter, you will hone your magical skills and advance through three terms of study during Harry's first year at Hogwarts.  Each term will challenge you to meet a number of objectives, such as collecting and mixing potions with Professor Snape or piloting a flying broom through the Forbidden Forest in search of Neville Longbottom's Remembrall.  In order to pass the first year of study, players must complete over 29 different objectives, while avoiding enemies and obstacles.",64,7.4
Harvest Moon: Back To Nature,PlayStation,"November 22, 2000","As a child you visited your Grandfather's ranch when vaction plans fell through. Return to the farm that holds fond childhood memories and rejuvenate it's long neglected fields. Tend to your livestock and interact with over 50 characters. As you struggle to make the farm something your grandfather would be proud of, one nagging question remains: What ever happend to the little girl that you knew a decade ago?",82,8.7
High Heat Major League Baseball 2002,PlayStation,"March 14, 2001","While the game isn't bad by any means, it just doesn't stand up to the other games on the market.",66,tbd
Hogs of War,PlayStation,"September 5, 2000","With four people joining in, the number of onscreen explosions, pig-speech comments, and all-around nuttiness nearly lifts the game into the same sphere of quality as Worms or Bomberman.",62,8.5
Hooters Road Trip,PlayStation,"March 26, 2002","There are plenty of bubbly Hooters waitresses, but not much in terms of gameplay.",30,3.1
Hoshigami: Ruining Blue Earth,PlayStation,"December 20, 2001","In the mystical land of Mardias, the Valaimian Empire threatens to upset the balance of power of the continent. Our hero, Fazz and his band of mercenaries are hired to protect one of the Ruins of Xia from the Valaimian forces. Little do they know, that a more sinister power is rising. Will you be able to stop it before the world of Hoshigami is engulfed in eternal darkness?",62,7.0
Hot Wheels Extreme Racing,PlayStation,"September 30, 2001","Tweak your car for optional performance, then hit the track and watch it transform over land, air and sea. Pick up awesome power-ups along the way to wreak serious havoc on your opponents! RACE with what's under the hood, but WIN with what's strapped on top!",53,6.0
IHRA Drag Racing,PlayStation,"November 20, 2001",,tbd,7.4
ISS Pro Evolution,PlayStation,"June 6, 2000","International Superstaar Soccer is back to show the opposition how it's done. The Players choice of soccer games, this new version has improved graphics, awesome player movements and is simply the best re-creation of the beautiful game to date.",94,8.0
Incredible Crisis,PlayStation,"November 6, 2000","The severe fun of Incredible Crisis is all about maintaining your sanity, as you help Taneo's family get home in time for Grandma's Birthday.
It's a happy day and the worst day of their life, as they endure hundreds of hilarious and cardiac-arrest inducing dilemmas.
You'll laugh, cry, freak-out and perhaps soil your shorts, while your mental and physical reflexes are put the test.
The controls are simple, but thumb and forefinger injury is still a risk.
Be warned, this game is severely fun and may cause obsessive compulsive behavior, if not nervous disorders and/or involuntary twitches.",80,7.9
Inuyasha: A Feudal Fairy Tale,PlayStation,"April 10, 2003","Based on the comic by the great manga artist, Rumiko Takahashi, Bandai is proud to present INUYASHA for the PlayStation® game console! Battle your way through the thrilling world of INUYASHA and unlock new characters for hours of pulse-pounding fighting action! Go head-to-head against a friend, or team up in tag-team and versus modes! In this fight for fun, you'll always come out the winner!",69,8.4
Jarrett & Labonte Stock Car Racing,PlayStation,"October 3, 2000",Jarrett and Labonte Stock Car Racing is a solid racing game that's great fun for anyone who really enjoys spending a great deal of time learning all the ins and outs of a totally in-depth racing game.,80,8.0
Jeopardy! 2nd Edition,PlayStation,"September 28, 2000",,tbd,tbd
Jeremy McGrath Supercross 2000,PlayStation,"July 14, 2000",Jeremy McGrath is an unfortunate example of what happens when sports games fall into a rut.,43,tbd
KISS Pinball,PlayStation,"April 25, 2001","KISS fans will be disappointed by the distinct lack of KISS, and pinball fans will be disappointed by the distinct lack of pinball.",26,4.4
Knockout Kings 2001,PlayStation,"October 30, 2000","Knockout Kings 2001 is easily the best iteration of the series thus far, thanks to improved AI, cleaner graphics, and tighter controls.",84,7.4
Legacy of Kain: Soul Reaver,PlayStation,"August 16, 1999","Cast down to the material world, the mysterious entity 'Raziel' seeks vengeance for betrayal by his master: Kain. Cursed to stalk the dark realms of Nosgoth, he must slay his undead brethren; only then can he absorb their souls for the energy he craves. Moving between the spectral and material plane, Raziel must negotiate puzzles, overcome traps and defy blood-chilling enemies to reach his goal - the final battle with Kain!",91,9.0
Looney Tunes Racing,PlayStation,"November 13, 2000","Rev your engines - It's time to burn some Looney Tunes rubber! ACME Corporation, the corporate juggernaut behind such successful products as the Acme Disintegrator Gun and the Acme Portable Hole, is sponsoring a number of racing contests all over the universe for the Looney Tunes characters to compete for the looniest racing champion title.",71,7.8
Looney Tunes: Sheep Raider,PlayStation,"September 27, 2001","Based on one of the most popular cartoons in the Looney Tunes library, players will direct Ralph Wolf throughout the flock of sheep while avoiding detection by Sam Sheep-dog. Your mission, of course, is to use all sorts of outrageous mail-order equipment (Acme, naturally) to get to some delicious lamb chops.",72,8.7
Lunar 2: Eternal Blue Complete,PlayStation,"December 15, 2000","The enchanting world of LUNAR comes  to life once more in the enhanced PlayStation game console version of the classic RPG sequel. Join freewheeling Hiro and the adorable Ruby, a thousand years after the events of LUNAR: Silver Star Story, as they work to unlock the secrets of the Blue Spire... and the strange young girl they found within it! But be careful - dark forces are trying to revive the evil Zophar, and immerse LUNAR in darkness forever. Journey to distant lands in the search of the Goddess Althena, who may be the only one powerful enough to stop Zophar. Along to way, you'll meet exciting new caracters, fight vividly animated monsters, traverse snow-covered mountain peaks, and crawl throught slimy dungeon depths as you wind your way toword the terrifying climax! LUNAR 2 features almost an hour of detailed animation sequences and over 90 minutes of dialogue packed onto three CDs... so what are you waiting for? Go ahead, you deserve to be the hero for once!",86,8.7
Lunar: Silver Star Story Complete,PlayStation,"May 28, 1999","Return to the world of LUNAR, in the completely reworked 32-bit version of the RPG classic. Journey back to a place where dragons yet live, and magic is valued above all else. Join Alex, the young adventurer, as he begins a quest with his friends to save their land from the crushing advance of the Magic Emperor. Explore Dungeons, fight terrifying monsters, and gather information from the locals as you advance toward the explosive encounter with the Magic Emperor himself! Exciting, menu-driven combat will keep you challanged until the last. And, thanks to the storage power of CD and the PlayStation's built-in movie player, LUNAR contains nearly an hour of incredible animation sequences that will get you involved in the story faster than you ever thought possible. Get ready for the ride of your life...",78,8.6
MLB 2002,PlayStation,"May 7, 2001","If you can get past the sluggish pacing and incessant overcomplication, MLB 2002 is a wonderful game.",76,7.3
MLB 2003,PlayStation,"June 17, 2002","If you must have a baseball game that features the latest player rosters and you're bound to the old PlayStation, MLB 2003 is the best and only choice.",78,7.4
MLB 2004,PlayStation,"April 30, 2003","This year's entry in the MLB series adds more authenticity to the baseball experience with new modes, detailed stadiums, and fresh commentary. In MLB 2004, you can build yourself an unbeatable dynasty with Franchise mode, take your favorite team or player through a ten-year Career mode, manage the front office in General Manager mode, or take a rookie from A-Ball to the big leagues in Spring Training mode. Replays, play-by-plays from Vin Scully, and commentary from ESPN's Dave Campbell, enhance the action from Opening Day to the Fall Classic.",68,tbd
MLB 2005,PlayStation,"March 4, 2004","MLB 2005 immerses you in the baseball experience.  This year's installment features EyeToy functionality that puts your face in the game, a new Career mode that takes gamers from Class-A ball to the Fall Classic, and a deep Franchise mode that allows players to control every aspect of running a ball club from parking prices to player contracts.  You can even join 32-team tournaments online and use the USB headset to bark out plays like a manager.",tbd,7.4
MTV Sports: Pure Ride,PlayStation,"September 30, 2000","MTV: Pure Ride is an excellent snowboarding game, but it's yet another example of a development house shifting the majority of its resources to the next generation of hardware.",70,tbd
MTV Sports: Skateboarding featuring Andy Macdonald,PlayStation,"September 12, 2000","MTV Skateboarding is a perfect example of cashing in on a recently established genre, yet unlike games like Street Sk8er 2 or Grind Session, it doesn't bring anything worthwhile to the table.",40,tbd
MTV Sports: T.J. Lavin's Ultimate BMX,PlayStation,"March 27, 2001","Landing vert tricks and pulling off long grinds can be a chore, because the game has a seemingly random system of determining whether or not your bike is straight enough to land. A coin toss would be more predictable.",47,tbd
Madden NFL 2001,PlayStation,"August 22, 2000","Get ready for a dose of bone-crunching football action on the PlayStation 2 with Madden NFL 2001. Madden NFL 2001 features an all-new and exclusive NFL Coaches Club license, which means you'll see coaches on the sidelines and hear them yelling encouragement, comments and criticisms. Madden 2001 also features individualized details, easy-to-use interface, dynamically enhanced audio and play-by-play recorded with John Madden and his broadcast partner, Pat Summerall, and more!",90,6.8
Madden NFL 2002,PlayStation,"August 13, 2001","While Madden 2002 isn't reinventing football on the PlayStation, it is really the best you're going to get on the system.",88,7.3
Madden NFL 2003,PlayStation,"August 13, 2002","The game of football just got more real with Madden NFL 2003.  This year's installment of the Madden NFL Football series features more depth, new animation, realistic player AI, and in-depth play modes.  Hop on John Madden's Cruiser Tour Bus and travel to all NFL cities to complete skilled tasks in the all-new Mini-Camp mode.  The improved graphics and presentation now show sidearm QBs, gang-tackling, stand-still receiver catches, and more than 300 realistic player faces.  Madden NFL 2003 gives you more control than ever before, with faster game speed, a more finely tuned passing game, and independent audibles for defensive line, linebackers, and defensive backs.",tbd,7.6
Madden NFL 2004,PlayStation,"August 12, 2003","In its 14th season, Madden NFL Football isn't showing signs of slowing down. Madden NFL 2004 adds new features such as Playmaker Control and Owner Mode to it's deepen its football simulation. This year, players can make adjustments after the snap and create championship caliber plays with the easy-to-use Playmaker Control. The new Owner mode allows you build and manage your own stadium in addition to your own team. Compete against other players through EA Sports Online Tournaments. With new plays, modes, and online play, Madden NFL 2004 is the most complete, authentic installment in the series yet.",tbd,8.2
Madden NFL 2005,PlayStation,"September 7, 2004","Madden NFL 2005 introduces the Hit Stick, a new feature that lets players turn a game around with a crucial tackle. Along with all-new defensive preplay controls and defensive artificial intelligence enhancements, the defense now has a diverse arsenal of weapons available. Also, the depth of Franchise mode grows with the addition of Storyline Central, a weekly radio talk show that discusses current stories regarding your team and the league. With even more Franchise mode additions, hundreds of new animations, and the new Create-a-Fan feature, Madden NFL 2005 takes the series to the next level.",tbd,7.3
Martian Gothic: Unification,PlayStation,"November 4, 2001","MARTIAN GOTHIC: UNIFICATION is a spine-tingling action-adventure on a cold and isolated planet. Your three-member team descends upon the derelict Vita base located on Mars, quickly realizing the ancient nightmare that awaits. The investigation becomes a battle to stay alive as the team uncovers the mystery of Vita base, until finally confronting the appalling secret hidden deep underground, a secret older than humanity itself...",64,6.7
Mat Hoffman's Pro BMX,PlayStation,"May 14, 2001",The soundtrack rivals Wipeout XL for the title of best licensed soundtrack ever.,80,8.3
Medal of Honor,PlayStation,"October 31, 1999","Tomorrow is D-Day. Tonight you land behind enemy lines. The tide of the way is in your hands. You are an elite Special Forces agent sent to execute covert operations, search and rescue missions, and commando raids. Fight to win the medal of Honor in the only game that lets you take on Nazis in WWII.",92,8.9
Medal of Honor Underground,PlayStation,"October 23, 2000","Germans invaded your country. Your leaders surrendered, and some are now collaborating with the enemy. Join the resistance and battle the Reich from Paris to North Africa.",86,8.7
Mega Man Legends 2,PlayStation,"October 24, 2000","Mega Man, Roll and all your favourites are back in an entirely new 3-D adventure. Far away, in an isolated wasteland, a mysterious girl and an infamous treasure have been discovered. It's the legendary ""Sealed Key"", rumoured to unlock an even greater mystery known as the Great Legacy. What power does the Great Legacy hold? Now, a race unfolds as Mega Man and his friends embark on a journey which will alter their destinies forever. 

",76,8.6
Mega Man X5,PlayStation,"February 1, 2001","The year is 21XX and the chaos of the Reploid Wars has passed.  Lunar colonization is at its peak.  The largest colony, Eurasia, is unexpectedly taken over by an unknown band of galactic terrorists.  It's artificial gravity device has been hacked and Eurasia is now on a collision course with Earth.  The only way to stop it is to deploy and ancient beam cannon, Codename: Enigma.  Join Mega Man X and his pal, Zero as they race against time to collect the necessary parts to restart Enigma, prevent total annihilation and save life on Earth!",76,8.7
Mega Man X6,PlayStation,"December 4, 2001","It's been three weeks since Earth's near collision with the space colony Eurasia. The disaster was averted by Zero's heroics. Now, on a bruised and battered planet, tales of rampagning reploids are surfacing. It's up to Mega Man X to investigate these mysteries but it's not going to be easy. Mega Man X must battle through a maze of levels and rescure reploids along the way. Return to battle agagin and again with the new Nightmare System, which randomizes level maps, enemies and endings based on how you play the game. Mega man X is back and now it's personal!",65,7.8
Men in Black - The Series: Crashdown,PlayStation,"November 1, 2001",,59,6.4
Metal Gear Solid,PlayStation,"October 21, 1998","You are Snake, a government agent on a mission to regain control of a secret nuclear weapons base from terrorist hands. Lightly armed and facing an army of foes, Snake must avoid firefights in order to survive. If Snake can locate them he can utilize advanced hardware, ranging from silenced pistols to ground-to-air missiles. Enemies react to sight and sound - so stay quiet and stay in the shadows. State-of-the-art graphics: textures, transparencies, models and explosions. Taut, gripping story with multiple endings - a truly cinematic experience.",94,8.4
Metal Slug X,PlayStation,"April 14, 2001","Brace yourself for non-stop battle action in the hit straight from the arcades! In Metal Slug X, you'll chose from four tough-as-nails soldiers ready for missions that only the best could survive. Rescue hostages while blowing terrorists back to the stone-age using your personal weaponry AND their own machine!",85,8.6
Mike Tyson Boxing,PlayStation,"October 23, 2000",Mike Tyson's Boxing just doesn't have the depth of Knockout Kings or the immediate satisfaction found from the arcade style of play in Ready 2 Rumble.,44,tbd
Monster Rancher,PlayStation,"November 30, 1997","Remember when you though monsters were lurking in every dark corner of your house? Well, you were right: Every CD YOU OWN CONTAINS A MONSTER. Every PC CD, ever music CD and every game CD each has a monster living inside. Use Monster Rancher to safely release these monsters into a virtual environment where YOU'RE THE MASTER, TEACH YOUR MONSTER ATTACK MOVES. Capture your monster (on a memory card) and take him to a friend's house for some HEAD TO HEAD FIGHTING ACTION. We dare you to find and train your ultimate fighting machine!",86,8.6
"Monsters, Inc. Scream Team",PlayStation,"October 30, 2001",More sophisticated players will likely find this 3D platformer to be too repetitive and easy.,65,7.2
Mortal Kombat: Special Forces,PlayStation,"June 30, 2000","Explore the world of Mortal Kombat! Play as the battle-hardened Jax in his search for his arch-enemy: the supercriminal Kano. Uncover the pieces to this mysterious story as you battle through complex levels using special moves, combos and weaponry to force the final showdown!",28,2.8
Motocross Mania,PlayStation,"July 9, 2001","With so many better supercross games on the market, many of them older and available at similar bargain-basement price points, Motocross Mania has no place in the market.",34,5.3
NASCAR 2001,PlayStation,"September 19, 2000","Despite the haphazard audio, NASCAR 2001 is definitely a game that's worth owning.",73,7.1
NASCAR Heat,PlayStation,"November 6, 2000","NASCAR Heat isn't quite the all-encompassing racing simulation that Electronic Arts' NASCAR 2001 is, but features like the beat the heat mode make the game worthwhile for any NASCAR fan.",62,tbd
NASCAR Thunder 2002,PlayStation,"October 2, 2001",A number of unfortunate gameplay adjustments overshadow the few welcome additions found in this year's release.,69,7.0
NASCAR Thunder 2003,PlayStation,"September 19, 2002","Get behind the wheel of the world's tightest, sleekest stock cars and get ready for an intense ride.  NASCAR Thunder 2003 elevates the series to another level with deeper modes, new tracks, and a greater sense of speed.  Experience life in the fast lane through 20 seasons of Career mode, in which you must compete for top sponsors, the best crewmembers, and the latest racing technology.  All 23 Winston Cup tracks and the Daytona Beach road course can be raced with 14 tracks featuring both day and night racing.  NASCAR Thunder 2003 brings the speed and precision of NASCAR to your fingertips.",tbd,7.9
NBA Hoopz,PlayStation,"February 12, 2001","While still fun in head-to-head situations, the few added features can't mask the fact that NBA Hoopz is basically the same exact game as last year's NBA Showtime.",tbd,tbd
NBA Live 2001,PlayStation,"October 16, 2000",NBA Live 2001 follows the fine tradition established by previous versions while adding just about every conceivable gameplay option.,86,7.0
NBA Live 2002,PlayStation,"October 30, 2001",,81,7.5
NBA Live 2003,PlayStation,"October 8, 2002","Live your dream of NBA superstardom in NBA Live 2003. This year's installment in the NBA Live series features a new control system that lets you make quick steals, monster shot blocks, and smooth crossover dribbles. New animations show everything from power dunks and rebounds to signature moves and coaches' reactions. The game also features old NBA uniforms from basketball legends, such as Elgin Baylor, Jerry West, and Dr. J. Add to the mix fresh commentary and dialogue between player and coach, and you have a complete NBA experience. ",tbd,8.0
NBA ShootOut 2001,PlayStation,"October 30, 2000","989 has opted to take the easy road this time around, and the result is a basketball game that remains virtually unchanged from last year's version.",71,tbd
NBA ShootOut 2002,PlayStation,"September 1, 2001",NBA ShootOut 2002 is virtually identical to last year's game.,53,tbd
NBA ShootOut 2003,PlayStation,"September 29, 2002",,tbd,tbd
NCAA Final Four 2001,PlayStation,"November 13, 2000","NCCA Final Four 2001 features relatively entertaining arcade-style hoops action, but the game's subpar graphics, lack of options, annoying control flaws, and lack of on-court atmosphere keep it from meeting those expectations.",55,tbd
NCAA GameBreaker 2001,PlayStation,"August 21, 2000",NCAA GameBreaker 2001 is basically the same as last year's model.,69,tbd
NCAA March Madness 2001,PlayStation,"December 6, 2000",EA added the new coach mode and polished an already stellar game into the best college hoops simulation for the PlayStation.,71,tbd
NFL Blitz 2001,PlayStation,"September 14, 2000","NFL Blitz 2001 takes a low-key approach, delivering much the same features as last year's release while offering a number of minor refinements in key areas.",70,tbd
NFL GameDay 2001,PlayStation,"October 30, 2000","In the end, GameDay 2001, aside from its obvious roster updates and a few minor additions, is totally identical to last year's title, which was a really good game.",73,tbd
NFL GameDay 2002,PlayStation,"August 6, 2001",GameDay 2002 does a decent job of delivering a fun and somewhat realistic game of football to the PlayStation.,62,7.1
NFL GameDay 2003,PlayStation,"August 13, 2002","NFL GameDay 2003 is ready to kick off the new football season with updated teams, rosters, and players. All 32 NFL teams, including the expansion Houston Texans, are included in this year's NFL GameDay. You can make legendary plays with Total Control Passing and new offensive moves that allow you to break tackles, stiff-arm defenders, or dive over tacklers for the winning touchdown. Whether you're getting a workout in Training Camp mode, challenging opponents in Exhibition or Season modes, or playing multiple seasons in General Manager mode, NFL GameDay 2003 brings the NFL to life.",61,tbd
NFL GameDay 2004,PlayStation,"September 13, 2003","With NFL GameDay 2004, the NFL experience comes to life with new player models, pressure-sensitive controls, and all the best players in professional football. Each of the 180 players accurately reflects his real-life height, weight, body proportions, and accessories such as tinted visors and breathe strips. The game updates the playbooks with the latest trends on offense and defense. On offense, you have new features that allow better pass protection and the ability to change receiver routes; while on defense, you can shift your defensive lines and use new spin moves and swim techniques. ",tbd,7.0
NHL 2001,PlayStation,"September 26, 2000","While it's not the most beautiful hockey video game, NHL 2001 comes through where it counts - the gameplay.",88,7.4
NHL FaceOff 2001,PlayStation,"September 5, 2000","If you own either of the past two renditions of NHL FaceOff, you really have no reason to pick up 2001.",78,tbd
Need for Speed II,PlayStation,"March 31, 1997","Overall, Need For Speed II is the PlayStation's slickest racer yet.",71,6.2
Need for Speed: High Stakes,PlayStation,"March 1, 1999","It doesn't really mess with the formula of the last game, but adds enough new features and options to keep its fans excited.",86,8.4
Need for Speed: Porsche Unleashed,PlayStation,"February 29, 2000","Need for Speed: Porsche Unleashed tests your driving skills while you test-drive some of Porsche's most popular cars. In the game, you'll compete in levels that feature twists, turns, and various driving conditions. You can participate in different types of races, including circuit, streetcar, open road, and more. Survive all the crashes, police, and track challenges to earn prizes and respect. With enough money, you can purchase different custom parts for your vehicle.",78,8.3
Oddworld: Abe's Exoddus,PlayStation,"October 31, 1998","If you hated the first one, it's likely because of the lack of save points, so you should definitely consider giving this series another try.",88,8.6
Oddworld: Abe's Oddysee,PlayStation,"August 31, 1997","In a lush of diabolical danger where everyone wants to eat you, you're the skinny guy with no weapons. Run, jump, hide, scramble and talk your way past the ugliest bunch of carnivorous crustaceans ever created. Unlock Abe's special powers then figure out your foes, and you might save your race. Don't, and you're dinner! Enter Oddworld's surreal, sensory overload of pure gaming and claim your destiny.",85,8.8
One Piece Mansion,PlayStation,"September 30, 2001","Offering an unfamiliar style of addictive puzzle gameplay and boasting the personality of a vast assortment of wacky characters, One Piece Mansion is a fine buy for fans of the genre.",62,tbd
PaRappa the Rapper,PlayStation,"October 31, 1997",Help Parappa rap with the best of the master rappers and straight into Sunny's heart. Guaranteed you'll be singin' and dancin' along with Parappa and his pals to the most fun of mixes.,92,7.6
Parasite Eve,PlayStation,"September 9, 1998","One of them is a police officer. The other is possessed by an ancient evil threatening all life on Earth. The horrifying bond between them will continue until something dies. A chilling adventure that could only come from the creators of Final Fantasy VII. An epic sci-fi tale told through stunning 3D rendered sequences. Battle mutant monsters in real-time polygon combat. Customize weapons, armor, and character abilities.",81,8.9
Parasite Eve II,PlayStation,"September 12, 2000","Aya Brea is back. The Neo Mitochondrion Creature infestation has resurfaced and taken on a sinister twist. The outcome of this battle will determine earth's dominant species. Horrifying CG cinemas and sharper graphics bring the shocking new storyline to life as Aya hunts for the source of the outbreak. Fully-upgradable weapons, customizable armor, and a new, real-time battle system will aid in the conflict, along with powerful new Parasite Energy abilities.",79,8.7
Patriotic Pinball,PlayStation,"April 22, 2003",This USA-themed pinball game features no less than seven 3D tables with animated backgrounds.,tbd,tbd
Persona 2: Eternal Punishment,PlayStation,"December 22, 2000","Welcome back to the twisted world of Persona, where nightmares become reality and reality becomes a nightmare... Over 50 hours of dark twisted gameplay, plus stunning anime cinematics that absorb you into the intriguing world of Persona! Enlist the help of the nightmarish denizens of Persona through the use of the unique ""Contact System!"" Unleash total devastation by combining over 80 Persona to defeat the minions of evil. Change the fate of your characters by employing the revolutionary ""Rumor System.""",83,4.7
Peter Pan in Disney's Return to Neverland,PlayStation,"February 14, 2002",,59,5.4
Pipe Dreams 3D,PlayStation,"October 23, 2001",,tbd,tbd
Point Blank 3,PlayStation,"May 16, 2001","The shooting gallery madness of Point Blank has never been more zany, exciting, and fun. Join Dr. Don & Dr. Dan once again as they guide you through a whole new set of wacky games that will keep you partying for hours upon end.",78,8.6
Polaris SnoCross,PlayStation,"August 29, 2000","For snowmobile fans with a little extra cash to burn, Polaris SnoCross proves to be a rather entertaining diversion as long as you can accept its odd collision glitches.",57,tbd
Power Play: Sports Trivia,PlayStation,"May 6, 2002","Think You Got Game? Time to put up or shut up with Power Play Sports Trivia! Climb the ranking ladder, reach the Hall of Fame, and become a Trivia Legend. Take on 4,000 brain-bruising questions from the wide, wide world of football, basketball, baseball, and hockey. 2 Tenacious Trivia Modes: TOURNAMENT: Up to 4 players face off to decide who's got the fastest fingers and the maddest skills. LAST MAN STANDING: Avoid 5 wrong answers and go for the longest winning streak in history.",tbd,6.8
Power Spike Pro Beach Volleyball,PlayStation,"November 13, 2000","Power Spike Pro Beach Volleyball makes a good attempt, but its inconsistencies and shoddy control detract from the overall experience.",48,tbd
Pro Pinball: Big Race USA,PlayStation,"July 26, 2000","Even if you're not well steeped in the world of video pinball, the game's $9.99 price makes it well worth checking out.",69,tbd
Pro Pinball: Fantastic Journey,PlayStation,"July 14, 2000","Roll up! Roll up! Travel back to Victorian times with five steam-powered adventures. Use your flippers to tunnel to the Earth's core, journey to the ocean depths, fly through the tallest mountains and steam to a mysterious island to stop the evil General Yagov! Marvel at the most accurate ever ball physics! Balls that really spin, slide, roll and jump! Gasp in awe at the complexity of the table design, featuring bumpers, ramps, drop targets, magnets and more!",60,7.4
Putter Golf,PlayStation,"October 24, 2001","Take the fine pastime of miniature golf and add the zany characteristics of video game and you get Putter Golf - perhaps the most challenging mini-golf simulation ever made! 1 to 4 players compete on courses that defy gravity, bend physics and offer multiple mind-benders to the art of using a putter! Conveyer belts, warp holes, bounce-shock fences and much more add an all-new level of game play to the classic American sport!",tbd,tbd
R4: Ridge Racer Type 4,PlayStation,"May 1, 1999","""R4 has to be the best-looking PlayStation racer ever (yes, edging out even Gran Turismo)"" - Official PlayStation Magazine, December 1998",88,8.7
RC Revenge,PlayStation,"August 16, 2000",RC Revenge is intensely playable and highly polished - a far cry from its predecessor.,72,tbd
